team,turnovers,blocks,home_team,home_score,away_team,away_score,completions,total_passes,o_line_scores,o_line_points,o_line_posessions,d_line_scores,d_line_points,d_line_posessions,rz_scores,rz_posessions,huck_completions,huck_attempts,season,is_home_team
Hustle,12,6,NSH,24,ATL,34,240,252,21,26,33,13,36,16,,,,,2016,False
Nightwatch,25,5,NSH,24,ATL,34,294,319,22,36,41,2,26,9,,,,,2016,True
Wind Chill,25,23,MIN,31,DET,28,342,367,19,30,41,12,33,17,,,,,2016,True
Mechanix,30,12,MIN,31,DET,28,258,288,19,33,38,9,30,21,,,,,2016,False
Empire,26,11,NY,21,TOR,27,244,270,16,29,36,5,23,13,,,,,2016,True
Rush,20,15,NY,21,TOR,27,257,277,15,23,29,12,29,20,,,,,2016,False
Growlers,24,8,SD,22,SJ,26,235,259,14,28,36,8,24,13,,,,,2016,True
Spiders,21,14,SD,22,SJ,26,313,334,16,24,29,10,28,20,,,,,2016,False
FlameThrowers,27,11,SEA,28,SF,25,229,256,19,28,38,6,26,14,,,,,2016,False
Cascades,23,15,SEA,28,SF,25,28,51,20,27,36,8,30,18,,,,,2016,True
Union,44,18,CHI,15,DET,17,178,222,10,19,38,5,17,22,,,,,2016,True
Mechanix,40,14,CHI,15,DET,17,187,227,9,17,32,8,20,27,,,,,2016,False
Sol,33,26,AUS,31,CHA,14,261,294,13,16,25,18,33,42,,,,,2016,True
Express,51,18,AUS,31,CHA,14,180,231,13,33,56,1,16,9,,,,,2016,False
Breeze,17,12,DC,28,TOR,23,238,255,18,25,32,10,30,14,,,,,2016,True
Rush,21,8,DC,28,TOR,23,275,296,19,30,36,4,25,10,,,,,2016,False
Spiders,19,10,LA,27,SJ,24,276,295,18,29,36,6,26,10,,,,,2016,False
Aviators,17,8,LA,27,SJ,24,250,267,19,26,30,8,29,18,,,,,2016,True
FlameThrowers,23,11,VAN,29,SF,27,259,282,19,30,35,8,29,18,,,,,2016,False
Riptide,21,13,VAN,29,SF,27,277,298,20,29,37,9,31,16,,,,,2016,True
Radicals,26,15,MAD,23,PIT,16,232,258,13,18,26,10,25,25,,,,,2016,True
Thunderbirds,33,12,MAD,23,PIT,16,328,361,13,25,38,3,18,13,,,,,2016,False
Phoenix,31,10,PHI,17,NY,32,331,362,15,34,43,2,19,8,,,,,2016,True
Empire,16,20,PHI,17,NY,32,292,308,14,19,23,18,34,27,,,,,2016,False
Outlaws,21,10,OTT,30,MTL,27,304,325,23,29,37,7,32,15,,,,,2016,True
Royal,23,11,OTT,30,MTL,27,213,236,24,32,40,3,29,13,,,,,2016,False
Legion,25,15,DAL,28,CHA,18,308,333,15,20,25,13,30,29,,,,,2016,True
Express,35,14,DAL,28,CHA,18,18,53,15,30,45,3,20,10,,,,,2016,False
Spiders,21,13,SJ,27,VAN,17,279,300,15,19,25,12,29,25,,,,,2016,True
Riptide,30,15,SJ,27,VAN,17,203,233,14,29,41,3,20,9,,,,,2016,False
Rush,24,17,TOR,26,MTL,14,237,261,9,16,21,17,28,33,,,,,2016,True
Royal,38,11,TOR,26,MTL,14,201,239,10,28,43,4,16,9,,,,,2016,False
Cannons,23,13,CHA,26,JAX,23,258,281,20,28,35,3,25,14,,,,,2016,False
Express,19,15,CHA,26,JAX,23,180,199,19,25,33,7,28,12,,,,,2016,True
Breeze,25,11,OTT,27,DC,22,225,250,17,29,34,5,24,16,,,,,2016,False
Outlaws,21,16,OTT,27,DC,22,289,310,16,24,34,11,29,16,,,,,2016,True
Nightwatch,26,4,NSH,23,DAL,34,288,314,20,36,42,3,25,10,,,,,2016,True
Legion,16,16,NSH,23,DAL,34,258,274,20,25,31,14,36,21,,,,,2016,False
Riptide,24,12,SF,30,VAN,27,242,266,24,32,40,3,29,13,,,,,2016,False
FlameThrowers,22,17,SF,30,VAN,27,254,276,25,29,40,5,32,16,,,,,2016,True
Outlaws,36,7,OTT,20,TOR,35,262,298,19,37,45,1,22,11,,,,,2016,True
Rush,21,18,OTT,20,TOR,35,221,242,20,21,32,15,35,24,,,,,2016,False
Aviators,20,10,SEA,27,LA,26,287,307,17,29,35,9,28,12,,,,,2016,False
Cascades,18,11,SEA,27,LA,26,27,45,19,28,33,8,29,16,,,,,2016,True
Cannons,20,11,RAL,25,JAX,24,258,278,17,27,34,7,26,14,,,,,2016,False
Flyers,21,14,RAL,25,JAX,24,279,300,16,26,31,9,27,17,,,,,2016,True
Union,22,10,CHI,19,IND,17,324,346,10,19,26,9,21,18,,,,,2016,True
AlleyCats,24,7,CHI,19,IND,17,268,292,11,21,29,6,19,14,,,,,2016,False
Royal,27,14,MTL,27,DC,22,312,339,15,24,28,12,29,28,,,,,2016,True
Breeze,31,16,MTL,27,DC,22,207,238,16,29,45,6,24,10,,,,,2016,False
Legion,22,16,ATL,20,DAL,26,238,260,17,22,32,9,28,19,,,,,2016,False
Hustle,27,16,ATL,20,DAL,26,252,279,16,28,36,4,22,14,,,,,2016,True
Revolution,31,9,DET,23,CIN,19,218,249,18,25,37,1,21,14,,,,,2016,False
Mechanix,25,13,DET,23,CIN,19,265,290,19,21,33,4,26,18,,,,,2016,True
Wind Chill,39,10,MAD,36,MIN,15,374,413,13,38,51,2,17,7,,,,,2016,False
Radicals,20,25,MAD,36,MIN,15,237,257,14,17,22,22,38,36,,,,,2016,True
Revolution,25,15,CIN,24,IND,28,257,282,21,30,41,3,26,11,,,,,2016,True
AlleyCats,22,14,CIN,24,IND,28,301,323,22,26,35,6,30,18,,,,,2016,False
Wind Chill,38,25,MIN,24,PIT,27,207,245,16,29,46,8,26,19,,,,,2016,True
Thunderbirds,36,21,MIN,24,PIT,27,234,270,17,26,37,10,29,29,,,,,2016,False
Legion,20,18,DAL,33,NSH,15,231,251,16,17,23,17,35,30,,,,,2016,True
Nightwatch,36,11,DAL,33,NSH,15,210,246,14,35,47,1,17,7,,,,,2016,False
Royal,34,6,DC,28,MTL,14,263,297,11,30,42,3,16,8,,,,,2016,False
Breeze,19,17,DC,28,MTL,14,249,268,11,16,21,17,30,28,,,,,2016,True
Riptide,27,19,VAN,22,SJ,20,242,269,16,22,31,6,24,21,,,,,2016,True
Spiders,29,15,VAN,22,SJ,20,218,247,17,24,38,3,22,12,,,,,2016,False
Flyers,18,14,CHA,14,RAL,23,266,284,10,16,22,13,25,22,,,,,2016,False
Express,28,6,CHA,14,RAL,23,228,256,11,24,34,3,16,9,,,,,2016,True
Union,27,10,CHI,23,PIT,24,259,286,17,26,33,6,25,17,,,,,2016,True
Thunderbirds,24,14,CHI,23,PIT,24,228,252,18,25,36,6,26,16,,,,,2016,False
Outlaws,34,12,TOR,30,OTT,24,240,274,19,32,41,5,26,17,,,,,2016,False
Rush,25,18,TOR,30,OTT,24,196,221,19,26,38,11,32,20,,,,,2016,True
Sol,21,15,AUS,37,NSH,25,287,308,21,27,33,16,39,27,,,,,2016,True
Nightwatch,33,9,AUS,37,NSH,25,243,276,20,39,49,5,27,11,,,,,2016,False
Phoenix,30,16,PHI,18,MTL,21,254,284,11,23,30,7,20,20,,,,,2016,True
Royal,27,10,PHI,18,MTL,21,251,278,11,20,33,10,23,18,,,,,2016,False
Growlers,28,10,SD,18,LA,26,263,291,15,28,41,3,20,6,,,,,2016,True
Aviators,19,15,SD,18,LA,26,270,289,14,20,22,11,27,25,,,,,2016,False
AlleyCats,26,14,IND,29,DET,24,260,286,18,26,35,11,31,21,,,,,2016,True
Mechanix,30,10,IND,29,DET,24,277,307,18,31,39,6,26,17,,,,,2016,False
Breeze,26,12,NY,14,DC,15,237,263,10,16,28,5,17,14,,,,,2016,False
Empire,27,12,NY,14,DC,15,222,249,9,17,25,5,16,18,,,,,2016,True
Revolution,32,11,MAD,36,CIN,23,311,343,19,38,48,4,25,10,,,,,2016,False
Radicals,16,18,MAD,36,CIN,23,267,283,18,25,30,18,38,25,,,,,2016,True
Hustle,25,9,JAX,29,ATL,24,223,248,21,31,42,3,26,10,,,,,2016,False
Cannons,19,17,JAX,29,ATL,24,258,277,21,26,32,8,31,19,,,,,2016,True
Spiders,30,12,SEA,27,SJ,17,222,252,13,29,37,4,19,11,,,,,2016,False
Cascades,18,19,SEA,27,SJ,17,28,46,12,19,24,15,29,24,,,,,2016,True
Empire,50,20,MTL,12,NY,17,187,237,10,14,30,7,19,39,,,,,2016,False
Royal,53,25,MTL,12,NY,17,150,203,9,19,49,3,14,19,,,,,2016,True
Hustle,38,16,ATL,22,AUS,23,259,297,15,26,37,7,25,27,,,,,2016,True
Sol,39,26,ATL,22,AUS,23,279,318,14,25,45,9,26,21,,,,,2016,False
FlameThrowers,23,14,VAN,18,SF,22,248,271,14,21,29,8,24,19,,,,,2016,False
Riptide,28,11,VAN,18,SF,22,237,265,14,24,35,4,20,13,,,,,2016,True
Spiders,28,14,SJ,26,SEA,27,201,229,19,29,38,7,28,18,,,,,2016,True
Cascades,27,12,SJ,26,SEA,27,323,350,19,28,38,8,29,18,,,,,2016,False
Cannons,28,13,JAX,25,RAL,24,261,289,18,27,40,7,28,16,,,,,2016,True
Flyers,28,14,JAX,25,RAL,24,220,248,17,28,37,7,27,21,,,,,2016,False
Thunderbirds,30,9,IND,31,PIT,23,231,261,18,33,39,5,25,15,,,,,2016,False
AlleyCats,23,21,IND,31,PIT,23,289,312,18,25,36,13,33,20,,,,,2016,True
Rush,34,16,TOR,22,NY,14,230,264,14,16,34,8,24,25,,,,,2016,True
Empire,43,18,TOR,22,NY,14,184,227,12,24,40,2,16,20,,,,,2016,False
Mechanix,43,9,DET,13,MAD,26,288,331,13,28,45,0,15,12,,,,,2016,True
Radicals,29,16,DET,13,MAD,26,193,222,13,15,27,13,28,31,,,,,2016,False
Phoenix,30,7,PHI,15,DC,24,282,312,15,26,35,0,17,12,,,,,2016,True
Breeze,20,13,PHI,15,DC,24,230,250,16,17,28,8,26,18,,,,,2016,False
Wind Chill,22,17,MIN,26,CHI,23,258,280,19,25,31,7,28,20,,,,,2016,True
Union,13,3,MIN,26,CHI,23,173,186,12,16,21,3,16,7,,,,,2016,False
Nightwatch,22,9,NSH,22,AUS,29,221,243,21,31,40,1,24,7,,,,,2016,True
Sol,16,13,NSH,22,AUS,29,315,331,21,24,29,8,31,17,,,,,2016,False
Union,43,15,MAD,18,CHI,11,286,329,6,20,38,5,13,19,,,,,2016,False
Radicals,37,22,MAD,18,CHI,11,166,203,6,13,26,12,20,30,,,,,2016,True
Rush,33,15,MTL,31,TOR,27,255,288,16,33,44,11,30,19,,,,,2016,False
Royal,30,22,MTL,31,TOR,27,234,264,16,29,36,15,33,27,,,,,2016,True
Growlers,23,11,VAN,27,SD,19,283,306,18,29,38,1,21,8,,,,,2016,False
Riptide,17,16,VAN,27,SD,19,241,258,18,21,26,9,29,19,,,,,2016,True
Hustle,26,13,ATL,25,RAL,23,262,288,18,25,30,7,27,24,,,,,2016,True
Flyers,29,11,ATL,25,RAL,23,236,265,19,27,43,4,25,11,,,,,2016,False
Breeze,22,8,DC,23,NY,22,263,285,14,25,34,9,26,14,,,,,2016,True
Empire,24,16,DC,23,NY,22,352,376,15,26,31,7,25,17,,,,,2016,False
Wind Chill,25,12,MIN,24,IND,23,288,313,18,25,36,6,26,14,,,,,2016,True
AlleyCats,27,15,MIN,24,IND,23,279,306,17,26,34,6,25,17,,,,,2016,False
Thunderbirds,17,23,PIT,31,CIN,14,264,281,13,16,21,18,33,29,,,,,2016,True
Revolution,34,7,PIT,31,CIN,14,277,311,13,33,44,1,16,6,,,,,2016,False
Union,24,12,DET,13,CHI,18,241,265,8,15,24,10,20,20,,,,,2016,False
Mechanix,28,13,DET,13,CHI,18,197,225,9,20,30,4,16,13,,,,,2016,True
Nightwatch,24,8,NSH,24,CHA,26,253,277,20,28,35,4,26,15,,,,,2016,True
Express,23,13,NSH,24,CHA,26,299,322,20,26,37,6,28,14,,,,,2016,False
Sol,40,18,DAL,24,AUS,16,265,305,13,26,44,3,18,15,,,,,2016,False
Legion,34,24,DAL,24,AUS,16,187,221,13,18,28,11,26,31,,,,,2016,True
FlameThrowers,16,14,SF,32,SJ,25,294,310,22,27,30,10,34,20,,,,,2016,True
Spiders,23,9,SF,32,SJ,25,243,266,20,34,42,5,27,8,,,,,2016,False
Cascades,18,13,SEA,23,SD,19,23,41,14,21,26,9,25,18,,,,,2016,True
Growlers,21,8,SEA,23,SD,19,313,334,14,25,32,5,21,11,,,,,2016,False
Royal,32,14,OTT,31,MTL,24,148,180,19,33,47,5,26,12,,,,,2016,False
Outlaws,26,20,OTT,31,MTL,24,335,361,19,26,32,12,33,27,,,,,2016,True
Aviators,31,10,LA,17,SEA,27,269,300,13,28,36,4,19,14,,,,,2016,True
Cascades,21,12,LA,17,SEA,27,256,277,15,18,28,12,27,21,,,,,2016,False
Rush,21,20,TOR,32,OTT,15,228,249,15,17,20,17,34,36,,,,,2016,True
Outlaws,40,11,TOR,32,OTT,15,229,269,14,34,52,1,17,5,,,,,2016,False
Revolution,24,5,CIN,26,MIN,32,303,327,22,34,43,4,28,10,,,,,2016,True
Wind Chill,19,13,CIN,26,MIN,32,276,295,23,28,34,9,34,20,,,,,2016,False
Breeze,25,25,MTL,18,DC,26,278,303,14,20,29,12,28,26,,,,,2016,False
Royal,34,16,MTL,18,DC,26,199,233,14,28,41,4,20,13,,,,,2016,True
Legion,21,15,CHA,18,DAL,30,248,269,16,20,27,14,32,26,,,,,2016,False
Express,33,13,CHA,18,DAL,30,238,271,16,32,44,2,20,9,,,,,2016,True
Growlers,27,6,SD,17,SEA,25,298,325,16,27,35,1,18,9,,,,,2016,True
Cascades,18,11,SD,17,SEA,25,220,238,15,18,26,10,27,19,,,,,2016,False
Empire,14,15,NY,28,PHI,16,304,318,16,18,24,12,30,20,,,,,2016,True
Phoenix,28,6,NY,28,PHI,16,308,336,15,30,37,1,18,7,,,,,2016,False
Wind Chill,25,19,IND,20,MIN,21,357,382,14,22,34,7,23,15,,,,,2016,False
AlleyCats,28,9,IND,20,MIN,21,248,276,12,23,28,8,22,21,,,,,2016,True
Thunderbirds,29,10,PIT,18,MAD,22,324,353,11,24,38,7,20,10,,,,,2016,True
Radicals,24,18,PIT,18,MAD,22,233,257,12,20,23,10,24,26,,,,,2016,False
Rush,25,11,TOR,24,DC,23,269,294,16,25,33,8,26,18,,,,,2016,True
Breeze,26,14,TOR,24,DC,23,232,258,15,26,35,8,25,17,,,,,2016,False
Legion,20,17,RAL,18,DAL,24,252,272,15,20,25,9,26,22,,,,,2016,False
Flyers,27,8,RAL,18,DAL,24,236,263,13,26,36,5,20,10,,,,,2016,True
Hustle,23,10,JAX,23,ATL,18,230,253,17,25,30,1,20,13,,,,,2016,False
Cannons,17,12,JAX,23,ATL,18,241,258,16,20,31,7,25,12,,,,,2016,True
Rush,26,13,PHI,16,TOR,24,230,256,13,18,27,11,27,27,,,,,2016,False
Phoenix,36,10,PHI,16,TOR,24,223,259,14,26,41,2,18,11,,,,,2016,True
Cannons,31,10,AUS,28,JAX,23,193,224,19,30,44,4,25,12,,,,,2016,False
Sol,27,15,AUS,28,JAX,23,244,271,18,25,32,10,30,24,,,,,2016,True
AlleyCats,22,15,IND,35,CIN,14,262,284,13,16,21,22,37,38,,,,,2016,True
Revolution,43,11,IND,35,CIN,14,299,342,13,37,52,1,16,7,,,,,2016,False
Rush,26,15,DC,24,TOR,25,292,318,18,27,33,7,28,23,,,,,2016,False
Breeze,29,9,DC,24,TOR,25,202,231,18,28,42,6,27,15,,,,,2016,True
FlameThrowers,22,23,SF,31,SD,14,283,305,13,16,25,18,33,29,,,,,2016,True
Growlers,39,10,SF,31,SD,14,240,279,12,33,44,2,16,12,,,,,2016,False
Flyers,25,17,NSH,18,RAL,20,244,269,12,20,28,8,22,19,,,,,2016,False
Nightwatch,26,9,NSH,18,RAL,20,239,265,14,22,33,4,20,14,,,,,2016,True
Legion,24,22,DAL,32,JAX,17,210,234,17,19,25,15,34,34,,,,,2016,True
Cannons,39,5,DAL,32,JAX,17,209,248,16,34,51,1,19,7,,,,,2016,False
Mechanix,30,13,PIT,26,DET,16,224,254,12,28,35,4,18,12,,,,,2016,False
Thunderbirds,19,14,PIT,26,DET,16,282,301,12,18,25,14,28,23,,,,,2016,True
Union,21,19,CHI,27,CIN,19,287,308,16,21,27,11,29,22,,,,,2016,True
Revolution,29,8,CHI,27,CIN,19,231,260,16,29,41,3,21,9,,,,,2016,False
Express,25,13,CHA,19,ATL,24,240,265,18,26,37,1,21,8,,,,,2016,True
Hustle,18,11,CHA,19,ATL,24,296,314,16,21,27,8,26,19,,,,,2016,False
Nightwatch,28,12,ATL,21,NSH,22,254,282,16,23,35,6,25,14,,,,,2016,False
Hustle,27,12,ATL,21,NSH,22,342,369,15,25,33,6,23,19,,,,,2016,True
Royal,26,10,NY,21,MTL,19,225,251,12,24,35,7,21,13,,,,,2016,False
Empire,23,13,NY,21,MTL,19,260,283,13,21,26,8,23,21,,,,,2016,True
Sol,24,9,RAL,28,AUS,27,282,306,24,30,43,3,29,9,,,,,2016,False
Flyers,22,15,RAL,28,AUS,27,256,278,24,29,35,4,30,19,,,,,2016,True
FlameThrowers,24,21,SJ,27,SF,32,272,296,22,29,41,10,34,19,,,,,2016,False
Spiders,28,12,SJ,27,SF,32,292,320,22,34,41,5,29,17,,,,,2016,True
Riptide,16,16,VAN,34,SEA,24,276,292,20,26,29,14,36,24,,,,,2016,True
Cascades,25,5,VAN,34,SEA,24,264,289,20,36,44,4,26,6,,,,,2016,False
Thunderbirds,26,22,CIN,16,PIT,25,219,245,15,18,25,10,27,29,,,,,2016,False
Revolution,34,10,CIN,16,PIT,25,290,324,14,27,44,2,18,9,,,,,2016,True
Cannons,28,17,JAX,31,NSH,22,257,285,20,24,27,11,33,35,,,,,2016,True
Nightwatch,38,12,JAX,31,NSH,22,194,232,20,33,56,2,24,5,,,,,2016,False
Royal,21,21,PHI,17,MTL,25,212,233,16,19,25,9,28,23,,,,,2016,False
Phoenix,31,12,PHI,17,MTL,25,195,226,15,25,38,2,18,10,,,,,2016,True
Radicals,23,15,IND,25,MAD,32,297,320,21,27,37,11,34,21,,,,,2016,False
AlleyCats,29,14,IND,25,MAD,32,256,285,20,34,41,5,27,15,,,,,2016,True
Growlers,24,14,SD,19,LA,17,224,248,12,19,28,7,21,18,,,,,2016,True
Aviators,27,12,SD,19,LA,17,317,344,11,21,31,6,19,15,,,,,2016,False
Union,37,18,MIN,22,CHI,21,334,371,15,25,34,6,24,26,,,,,2016,False
Wind Chill,33,20,MIN,22,CHI,21,266,299,15,24,43,7,25,17,,,,,2016,True
Sol,23,12,CHA,21,AUS,20,281,304,13,23,32,7,22,12,,,,,2016,False
Express,21,13,CHA,21,AUS,20,291,312,12,22,26,9,23,19,,,,,2016,True
Mechanix,38,27,DET,20,CIN,19,255,293,11,21,40,9,22,22,,,,,2016,True
Revolution,42,24,DET,20,CIN,19,259,301,11,22,35,8,21,27,,,,,2016,False
Breeze,24,16,DC,28,OTT,17,195,219,13,19,25,15,30,30,,,,,2016,True
Outlaws,36,12,DC,28,OTT,17,242,278,13,30,44,4,19,10,,,,,2016,False
Wind Chill,43,24,CHI,11,MIN,17,98,141,11,13,34,6,19,27,,,,,2016,False
Union,45,17,CHI,11,MIN,17,303,348,10,19,39,1,13,20,,,,,2016,True
Cascades,29,7,SF,27,SEA,18,229,258,14,29,42,4,20,8,,,,,2016,False
FlameThrowers,22,11,SF,27,SEA,18,225,247,15,20,24,12,29,26,,,,,2016,True
Aviators,19,13,LA,21,SD,20,298,317,12,22,24,9,23,19,,,,,2016,True
Growlers,19,10,LA,21,SD,20,250,269,12,23,31,8,22,11,,,,,2016,False
Thunderbirds,24,22,DET,16,PIT,25,249,273,11,17,24,14,27,25,,,,,2016,False
Mechanix,32,12,DET,16,PIT,25,228,260,11,27,38,5,18,13,,,,,2016,True
Outlaws,26,7,NY,24,OTT,19,301,327,16,26,37,3,21,8,,,,,2016,False
Empire,19,12,NY,24,OTT,19,249,268,15,21,26,9,26,21,,,,,2016,True
Radicals,28,21,MAD,25,MIN,11,241,269,10,13,17,15,27,39,,,,,2016,True
Wind Chill,44,11,MAD,25,MIN,11,299,343,9,27,50,2,13,7,,,,,2016,False
Cannons,33,9,RAL,24,JAX,19,217,250,14,26,39,5,21,15,,,,,2016,False
Flyers,29,24,RAL,24,JAX,19,247,276,14,21,31,10,26,25,,,,,2016,True
Legion,27,21,AUS,18,DAL,29,269,296,16,20,31,13,31,29,,,,,2016,False
Sol,39,7,AUS,18,DAL,29,208,247,16,31,45,2,20,13,,,,,2016,True
Express,26,9,ATL,18,CHA,16,255,281,11,20,28,5,18,14,,,,,2016,False
Hustle,22,12,ATL,18,CHA,16,257,279,11,18,27,7,20,17,,,,,2016,True
Cascades,20,10,SJ,26,SEA,25,248,268,18,28,33,7,27,14,,,,,2016,False
Spiders,19,11,SJ,26,SEA,25,257,276,18,27,34,8,28,14,,,,,2016,True
AlleyCats,37,19,CIN,17,IND,22,201,238,10,19,32,12,24,30,,,,,2016,False
Revolution,44,17,CIN,17,IND,22,225,269,12,24,43,5,19,19,,,,,2016,True
Aviators,36,18,LA,16,SF,19,258,294,9,21,34,7,19,20,,,,,2016,True
FlameThrowers,34,19,LA,16,SF,19,271,305,10,19,33,9,21,23,,,,,2016,False
Riptide,29,12,SEA,25,VAN,21,223,252,14,27,37,7,23,14,,,,,2016,False
Cascades,24,13,SEA,25,VAN,21,78,102,16,23,30,9,27,23,,,,,2016,True
FlameThrowers,23,15,SD,23,SF,25,321,344,18,26,39,7,27,12,,,,,2016,False
Growlers,24,12,SD,23,SF,25,322,346,17,27,30,6,26,20,,,,,2016,True
Nightwatch,35,11,ATL,26,NSH,16,219,254,12,28,38,4,18,14,,,,,2016,False
Hustle,23,16,ATL,26,NSH,16,237,260,14,18,28,12,28,25,,,,,2016,True
Revolution,73,23,CIN,12,DET,15,112,185,11,17,62,1,14,24,,,,,2016,True
Mechanix,68,39,CIN,12,DET,15,134,202,12,14,36,3,17,50,,,,,2016,False
Flyers,32,20,RAL,23,CHA,18,196,228,12,20,31,11,25,27,,,,,2016,True
Express,38,19,RAL,23,CHA,18,257,295,12,25,40,6,20,19,,,,,2016,False
Sol,29,8,DAL,30,AUS,18,233,262,17,32,43,1,20,7,,,,,2016,False
Legion,17,18,DAL,30,AUS,18,279,296,18,20,25,12,32,24,,,,,2016,True
FlameThrowers,19,10,TOR,29,SF,30,287,306,22,31,36,8,32,16,,,,,2017,False
Rush,21,13,TOR,29,SF,30,246,267,23,32,39,6,31,12,,,,,2017,True
Legion,20,4,DAL,21,TOR,24,323,343,15,26,33,6,23,10,,,,,2017,True
Rush,17,11,DAL,21,TOR,24,219,236,17,23,27,7,26,16,,,,,2017,False
Radicals,18,9,MAD,19,SF,23,244,262,17,25,35,2,21,6,,,,,2017,True
FlameThrowers,16,14,MAD,19,SF,23,314,330,18,21,24,5,25,16,,,,,2017,False
FlameThrowers,15,15,SF,33,LA,22,277,292,19,24,28,14,35,23,,,,,2017,True
Aviators,25,8,SF,33,LA,22,292,317,18,35,42,4,24,8,,,,,2017,False
Rush,23,11,TOR,29,DC,26,221,244,15,28,31,14,31,23,,,,,2017,True
Breeze,26,5,TOR,29,DC,26,296,322,17,31,40,9,28,14,,,,,2017,False
Aviators,12,13,LA,33,SJ,24,293,305,20,26,30,13,35,17,,,,,2017,True
Spiders,20,7,LA,33,SJ,24,298,318,19,35,38,5,26,10,,,,,2017,False
Radicals,13,10,MAD,27,PIT,22,268,281,17,24,26,10,29,16,,,,,2017,True
Thunderbirds,18,6,MAD,27,PIT,22,357,375,16,29,34,6,24,8,,,,,2017,False
Legion,18,11,RAL,24,DAL,27,328,346,16,26,33,11,29,14,,,,,2017,False
Flyers,21,9,RAL,24,DAL,27,281,302,17,29,32,7,26,16,,,,,2017,True
Breeze,17,16,DC,28,MTL,16,276,293,16,18,24,12,30,25,,,,,2017,True
Royal,30,11,DC,28,MTL,16,244,274,15,30,41,1,18,8,,,,,2017,False
Wind Chill,29,17,MIN,25,PIT,26,212,241,18,28,40,7,27,15,,,,,2017,True
Thunderbirds,27,15,MIN,25,PIT,26,241,268,17,27,34,9,28,22,,,,,2017,False
Cannons,27,7,DAL,22,JAX,12,203,230,10,24,33,2,14,6,,,,,2017,False
Legion,15,9,DAL,22,JAX,12,292,307,9,14,18,13,24,22,,,,,2017,True
FlameThrowers,27,14,VAN,18,SF,26,164,191,14,20,32,12,28,23,,,,,2017,False
Riptide,35,17,VAN,18,SF,26,187,222,13,28,38,5,20,17,,,,,2017,True
Royal,21,14,MTL,31,OTT,22,258,279,19,24,34,12,33,22,,,,,2017,True
Outlaws,31,12,MTL,31,OTT,22,203,234,18,33,40,4,24,13,,,,,2017,False
Empire,30,10,TOR,20,NY,14,222,252,9,22,35,5,16,11,,,,,2017,False
Rush,25,18,TOR,20,NY,14,234,259,9,16,21,11,22,25,,,,,2017,True
Radicals,27,14,MAD,22,IND,21,316,343,15,24,35,7,25,17,,,,,2017,True
AlleyCats,27,13,MAD,22,IND,21,256,283,15,25,35,6,24,17,,,,,2017,False
Aviators,21,14,LA,24,SJ,23,286,307,18,26,38,6,26,11,,,,,2017,True
Spiders,22,11,LA,24,SJ,23,277,299,17,26,31,6,26,19,,,,,2017,False
FlameThrowers,30,16,SEA,24,SF,30,174,204,21,26,36,9,32,27,,,,,2017,False
Cascades,37,12,SEA,24,SF,30,243,280,20,32,48,4,26,14,,,,,2017,True
Wind Chill,29,19,MIN,19,PIT,13,227,256,9,15,27,10,21,24,,,,,2017,True
Thunderbirds,36,14,MIN,19,PIT,13,190,226,9,21,34,4,15,17,,,,,2017,False
Outlaws,23,7,OTT,25,NY,29,270,293,20,31,39,5,27,11,,,,,2017,True
Empire,19,15,OTT,25,NY,29,213,232,20,27,32,9,31,18,,,,,2017,False
AlleyCats,14,11,CHI,19,IND,26,295,309,16,21,27,10,28,16,,,,,2017,False
Union,22,9,CHI,19,IND,26,299,321,17,28,34,2,21,8,,,,,2017,True
Phoenix,18,4,PHI,20,DC,23,281,299,15,25,30,5,22,10,,,,,2017,True
Breeze,15,10,PHI,20,DC,23,277,292,16,22,27,7,25,12,,,,,2017,False
Growlers,20,13,SD,23,SJ,22,257,277,16,24,34,7,25,12,,,,,2017,True
Spiders,21,8,SD,23,SJ,22,308,329,17,25,29,5,24,17,,,,,2017,False
Outlaws,23,5,OTT,25,TOR,30,254,277,22,32,38,3,27,13,,,,,2017,True
Rush,20,19,OTT,25,TOR,30,229,249,23,27,37,7,32,16,,,,,2017,False
FlameThrowers,14,9,SF,31,SEA,26,250,264,22,28,32,9,33,16,,,,,2017,True
Cascades,20,5,SF,31,SEA,26,311,331,22,33,39,4,28,8,,,,,2017,False
Growlers,14,12,LA,18,SD,22,278,292,13,20,25,9,24,14,,,,,2017,False
Aviators,18,8,LA,18,SD,22,320,338,14,24,28,4,20,9,,,,,2017,True
Phoenix,19,15,PHI,30,NY,23,306,325,18,25,29,12,32,22,,,,,2017,True
Empire,27,12,PHI,30,NY,23,240,267,19,32,42,4,25,11,,,,,2017,False
Nightwatch,24,10,JAX,33,NSH,24,249,273,23,35,44,1,26,7,,,,,2017,False
Cannons,16,20,JAX,33,NSH,24,306,322,24,26,32,9,35,21,,,,,2017,True
Mechanix,31,11,PIT,28,DET,24,227,258,18,31,47,6,26,11,,,,,2017,False
Thunderbirds,28,18,PIT,28,DET,24,241,269,16,26,30,12,30,28,,,,,2017,True
Sol,27,8,AUS,23,DAL,27,284,311,18,29,38,5,25,15,,,,,2017,True
Legion,24,15,AUS,23,DAL,27,278,302,20,25,35,7,29,18,,,,,2017,False
Spiders,20,3,SJ,17,SEA,21,257,277,14,23,27,3,19,12,,,,,2017,True
